p	n	D	T	He3	He4	Be7	Li7	Li6
4.383742e-09	7.489498e-01	2.166427e-05	6.939825e-08	7.799016e-06	6.274446e-02	3.117225e-10	2.439639e-11	9.846087e-15	%
4.225042e-09	7.489498e-01	2.165869e-05	6.928165e-08	7.800883e-06	6.274446e-02	3.116869e-10	2.441955e-11	9.851821e-15	%
4.070872e-09	7.489498e-01	2.165329e-05	6.916759e-08	7.802700e-06	6.274446e-02	3.116527e-10	2.444192e-11	9.857681e-15	%
3.921139e-09	7.489498e-01	2.164805e-05	6.905608e-08	7.804468e-06	6.274446e-02	3.116200e-10	2.446352e-11	9.863653e-15	%
3.775756e-09	7.489498e-01	2.164298e-05	6.894711e-08	7.806188e-06	6.274446e-02	3.115887e-10	2.448435e-11	9.869726e-15	%
3.634632e-09	7.489498e-01	2.163806e-05	6.884071e-08	7.807862e-06	6.274446e-02	3.115588e-10	2.450444e-11	9.875886e-15	%
3.497681e-09	7.489498e-01	2.163329e-05	6.873687e-08	7.809490e-06	6.274446e-02	3.115301e-10	2.452380e-11	9.882122e-15	%
3.364818e-09	7.489498e-01	2.162867e-05	6.863562e-08	7.811074e-06	6.274446e-02	3.115028e-10	2.454245e-11	9.888422e-15	%
3.235959e-09	7.489498e-01	2.162420e-05	6.853694e-08	7.812614e-06	6.274446e-02	3.114766e-10	2.456040e-11	9.894775e-15	%
3.111021e-09	7.489498e-01	2.161986e-05	6.844086e-08	7.814111e-06	6.274446e-02	3.114516e-10	2.457767e-11	9.901170e-15	%
2.989923e-09	7.489498e-01	2.161566e-05	6.834736e-08	7.815567e-06	6.274446e-02	3.114277e-10	2.459428e-11	9.907595e-15	%
2.872583e-09	7.489498e-01	2.161160e-05	6.825647e-08	7.816982e-06	6.274446e-02	3.114049e-10	2.461025e-11	9.914042e-15	%
2.758924e-09	7.489498e-01	2.160765e-05	6.816816e-08	7.818357e-06	6.274446e-02	3.113832e-10	2.462558e-11	9.920498e-15	%
2.648865e-09	7.489498e-01	2.160384e-05	6.808245e-08	7.819694e-06	6.274446e-02	3.113624e-10	2.464031e-11	9.926956e-15	%
2.542331e-09	7.489498e-01	2.160014e-05	6.799932e-08	7.820993e-06	6.274446e-02	3.113426e-10	2.465444e-11	9.933405e-15	%
2.439245e-09	7.489498e-01	2.159656e-05	6.791878e-08	7.822255e-06	6.274446e-02	3.113238e-10	2.466799e-11	9.939836e-15	%
2.339532e-09	7.489498e-01	2.159311e-05	6.784081e-08	7.823465e-06	6.274446e-02	3.113058e-10	2.468098e-11	9.946241e-15	%
2.243116e-09	7.489498e-01	2.158978e-05	6.776539e-08	7.824635e-06	6.274446e-02	3.112887e-10	2.469343e-11	9.952612e-15	%
2.149924e-09	7.489498e-01	2.158655e-05	6.769252e-08	7.825771e-06	6.274446e-02	3.112722e-10	2.470534e-11	9.958941e-15	%
2.059882e-09	7.489498e-01	2.158342e-05	6.762218e-08	7.826873e-06	6.274446e-02	3.112565e-10	2.471675e-11	9.965220e-15	%
1.972917e-09	7.489498e-01	2.158040e-05	6.755435e-08	7.827941e-06	6.274446e-02	3.112416e-10	2.472767e-11	9.971442e-15	%
1.888957e-09	7.489498e-01	2.157747e-05	6.748901e-08	7.828978e-06	6.274446e-02	3.112274e-10	2.473810e-11	9.977602e-15	%
1.807931e-09	7.489498e-01	2.157464e-05	6.742612e-08	7.829982e-06	6.274446e-02	3.112139e-10	2.474807e-11	9.983691e-15	%
1.729766e-09	7.489498e-01	2.157190e-05	6.736567e-08	7.830957e-06	6.274446e-02	3.112011e-10	2.475760e-11	9.989706e-15	%
1.654394e-09	7.489498e-01	2.156925e-05	6.730763e-08	7.831902e-06	6.274446e-02	3.111889e-10	2.476669e-11	9.995639e-15	%
1.581745e-09	7.489498e-01	2.156669e-05	6.725195e-08	7.832818e-06	6.274446e-02	3.111774e-10	2.477537e-11	1.000149e-14	%
